,Rank,Country,Player,Accuracy,Play Count,Performance,SS,S,A
24,3225,Costa Rica,_Castle,98.32%,"56,674","8,548",117,346,832
25,3226,United States,kallax,99.08%,"69,944","8,548",92,974,"1,058"
26,3227,United Kingdom,Free_,98.37%,"87,749","8,548",150,"1,092","2,016"
27,3228,Ukraine,nekorezka,96.98%,"46,275","8,548",664,"2,175",537
28,3229,United Kingdom,OskaRRRitoS,98.92%,"52,671","8,548","1,202","2,545","1,410"
29,3230,Australia,POO ON MY SHOE,99.29%,"54,462","8,548",47,507,422
30,3231,Poland,HEDAYO,98.69%,"84,708","8,548",68,747,"2,151"
31,3232,France,IsomirDiAngelo,98.48%,"111,783","8,546",17,563,732
32,3233,Poland,Delix,98.99%,"99,287","8,546",16,361,627
33,3234,Peru,Othi-Chan,99.13%,"59,848","8,546",39,701,385
34,3235,Hungary,Stenkyke,97.77%,"30,559","8,545",24,561,605
35,3236,Belarus,Grimoiren,98.94%,"41,587","8,545",26,599,986
36,3237,Singapore,Synces,95.91%,"68,921","8,544",13,380,823
37,3238,Taiwan,NashiKari,97.61%,"70,438","8,543",63,783,"1,225"
38,3239,Taiwan,MiraiSama,98.88%,"74,991","8,543",23,"1,091","1,117"
39,3240,Netherlands,Zereliq,99.05%,"72,076","8,543",895,907,825
40,3241,Lithuania,vindit,99.33%,"94,325","8,543",350,"1,451","1,582"
41,3242,Canada,MunchyChips,98.73%,"81,344","8,543",49,538,760
42,3243,United States,-keta-,98.66%,"30,625","8,542",48,704,"1,047"
43,3244,Morocco,[244]ash,96.80%,"60,885","8,540",99,450,701
44,3245,Canada,poont fanboy,99.25%,"98,547","8,540",302,"2,132","1,944"
45,3246,United States,mithew,97.63%,"118,396","8,539",69,679,915
46,3247,China,Overthinker,97.99%,"25,515","8,537",13,530,418
47,3248,Greece,KaPPaStorm,99.27%,"97,773","8,537",608,"1,886",480
48,3249,Ecuador,iSmileZ,98.92%,"67,087","8,537",68,342,667
49,3250,Poland,Morfeusz,97.49%,"108,126","8,537",21,213,244
0,3251,United States,goink,87.05%,"77,313","8,536",11,445,593
1,3252,United States,Justice,98.45%,"56,845","8,536",36,693,"1,827"
2,3253,United States,kenny507,94.99%,"50,587","8,535",26,452,629
3,3254,Russian Federation,OctopuSSX,98.31%,"64,284","8,534",35,513,986
4,3255,Argentina,_Whink,98.13%,"86,832","8,533",12,776,"1,062"
5,3256,Switzerland,steini,99.15%,"75,563","8,533",206,"1,243","1,575"
6,3257,Germany,CuteTrapNeko,97.45%,"69,556","8,532",39,294,759
7,3258,Chile,Dzyre,98.63%,"105,254","8,532",89,"1,273",736
8,3259,Germany,Refrum,98.58%,"102,369","8,531",130,"1,204","1,825"
9,3260,South Korea,RyuSena,97.59%,"59,014","8,530",27,736,"1,132"
10,3261,France,osu_gamer_du44,98.40%,"57,525","8,530",25,609,"1,275"
11,3262,Germany,AbQuT,98.58%,"94,681","8,530",66,752,"1,182"
12,3263,United States,Sylian,98.36%,"137,060","8,529",32,850,"1,677"
13,3264,Germany,Azure Desu,98.37%,"87,332","8,529",59,929,692
14,3265,United Kingdom,flubbateios,99.23%,"70,767","8,529",50,928,79
15,3266,Finland,NeTsune,98.93%,"78,888","8,528",330,"1,729","1,781"
16,3267,Sweden,Kungen,97.29%,"160,359","8,527",46,"1,446","2,243"
17,3268,Russian Federation,HullPerse,99.25%,"72,537","8,527",213,"1,548","2,178"
18,3269,United States,EEEEEEEEEEEEEEE,99.39%,"235,556","8,526","19,939","14,284","6,752"
19,3270,Iceland,rawrneru,98.18%,"50,763","8,526",35,359,453
20,3271,Sweden,Nyfot,98.05%,"77,070","8,526",104,"1,151","1,483"
21,3272,Ukraine,blednak,99.21%,"208,233","8,525",382,"2,467","1,100"
22,3273,Japan,CaLiA,99.02%,"104,005","8,525",71,"1,754","1,021"
23,3274,United States,TheDerpJason,95.32%,"95,619","8,525",12,244,391
24,3275,United Kingdom,Mafham,98.40%,"58,234","8,525",154,838,406
25,3276,United States,Darkpit,96.07%,"115,026","8,524",11,370,815
26,3277,Poland,Wonderful Shiro,98.55%,"120,118","8,524",117,586,"1,304"
27,3278,Poland,Aeriex,97.83%,"45,632","8,524",11,380,812
28,3279,Russian Federation,MyAngelRobloxxa,98.26%,"32,535","8,524",12,505,"1,055"
29,3280,Malaysia,Reinaru,99.13%,"71,489","8,523",96,"1,163","2,053"
30,3281,United States,Hiocoie,97.02%,"46,375","8,522",8,255,289
31,3282,Russian Federation,veuxi,97.37%,"50,515","8,521",17,322,706
32,3283,Singapore,Arina,98.40%,"100,133","8,520",224,827,740
33,3284,Turkey,DFPlayer,98.00%,"78,042","8,519",12,272,438
34,3285,Poland,naorishi,98.13%,"30,120","8,518",34,131,450
35,3286,Poland,MeKu,98.10%,"99,999","8,517",158,855,760
36,3287,Japan,sander817,99.15%,"66,563","8,517",28,509,588
37,3288,New Zealand,Rail,98.04%,"38,956","8,517",97,554,676
38,3289,Spain,Naxurin,99.53%,"153,622","8,517","1,457","1,778",923
39,3290,Finland,Evill,98.37%,"112,812","8,517",127,506,"1,002"
40,3291,United States,Letcore,95.35%,"117,467","8,517",11,344,489
41,3292,Finland,Minami-Kotori,98.93%,"86,459","8,517",42,831,"1,706"
42,3293,Canada,SuperSquirrel51,98.73%,"26,293","8,516",66,669,828
43,3294,Mexico,[ AeonLust ],99.17%,"71,733","8,515",84,"2,160","1,255"
44,3295,Dominican Republic,TheRealWillLITE,98.82%,"64,510","8,515",277,"2,419","2,919"
45,3296,United States,moof,99.48%,"92,741","8,515",232,"1,171","1,481"
46,3297,United Kingdom,GeminiGeminii,98.72%,"67,649","8,514",554,"2,901",730
47,3298,Singapore,Snipey,99.09%,"48,383","8,513",37,810,540
48,3299,United States,Everent,97.52%,"68,311","8,513",40,615,"1,062"
49,3300,Russian Federation,talaIa,98.30%,"48,459","8,513",46,505,475
0,3301,Philippines,PlatSen,96.68%,"60,562","8,513",9,377,855
1,3302,Poland,HiPat,97.67%,"58,656","8,512",41,695,"1,272"
2,3303,Lithuania,Murakoi,98.59%,"79,959","8,512",30,940,943
3,3304,United States,X rated,99.08%,"77,520","8,512",25,652,"1,343"
4,3305,Indonesia,moyamoyano_sa,98.95%,"110,511","8,511",207,"1,498",529
5,3306,Russian Federation,nexx-,93.98%,"32,782","8,511",17,124,165
6,3307,Brazil,Brunows11,98.79%,"51,174","8,510",87,899,825
7,3308,United States,[Nick],97.01%,"128,424","8,510",31,415,974
8,3309,China,SweetCukes_,98.21%,"62,136","8,510",62,"1,893","1,343"
9,3310,Singapore,rieyun,96.31%,"40,658","8,509",14,256,510
10,3311,Argentina,benjacala,99.03%,"144,212","8,509",110,"1,902","1,308"
11,3312,United States,Tiller,97.10%,"30,358","8,509",29,284,623
12,3313,New Zealand,Chitogechi,99.32%,"51,810","8,508",209,"1,928","1,219"
13,3314,Turkey,-Satella-,98.09%,"65,895","8,507",23,539,"1,022"
14,3315,Czech Republic,up44,99.11%,"96,987","8,507",279,"1,826","1,262"
15,3316,Taiwan,Yuzuru,98.80%,"190,130","8,507",296,"1,397",288
16,3317,Finland,Regnall,99.39%,"124,823","8,505",452,"2,247",797
17,3318,Australia,Brainage,97.73%,"45,917","8,505",44,327,"1,347"
18,3319,Indonesia,Hiyajo Sephina,98.99%,"14,378","8,505",53,439,"1,507"
19,3320,United States,ZephyrProxy,99.01%,"111,818","8,504",54,556,143
20,3321,South Korea,Croa,96.80%,"43,889","8,504",54,697,"1,900"
21,3322,Russian Federation,ShadowZIggY,98.76%,"66,318","8,503",38,405,544
22,3323,United States,tsundereSam,97.64%,"134,982","8,502",24,820,"1,395"
23,3324,United States,FINGERLOCK,98.83%,"95,279","8,502",151,914,862
24,3325,China,Aimseky,98.66%,"52,863","8,502",35,878,"1,619"
25,3326,Russian Federation,Evase,97.20%,"56,271","8,501",43,638,802
26,3327,Japan,yotm,99.31%,"50,000","8,499",260,"1,114","1,709"
27,3328,Singapore,Kalo,98.21%,"56,061","8,499",32,447,944
28,3329,South Korea,Freddie,97.53%,"41,458","8,499",0,621,907
29,3330,United States,MyAimYuruYuri,98.17%,"65,658","8,498",51,545,"1,791"
30,3331,Belgium,iblue,98.25%,"98,104","8,498",30,425,"1,206"
31,3332,United States,TypeNymph,98.31%,"142,298","8,498",70,816,"1,472"
32,3333,United Kingdom,idealnettles,97.94%,"129,981","8,497",396,"2,259","2,955"
33,3334,Poland,Kubunikusi,97.93%,"131,904","8,497",129,551,454
34,3335,Germany,Coron,98.70%,"135,180","8,496",130,"1,249",955
35,3336,United States,darkyn,95.61%,"55,950","8,496",8,347,903
36,3337,Russian Federation,Booguboo,96.78%,"58,987","8,496",123,"1,565","1,884"
37,3338,Germany,3D Printer,98.88%,"62,654","8,496",283,"2,337","1,327"
38,3339,Germany,egedi,98.88%,"40,118","8,495",23,982,926
39,3340,Russian Federation,LirikKun,97.31%,"52,627","8,495",90,406,197
40,3341,Poland,Akemi Yume,97.78%,"75,255","8,495",126,"1,453","1,546"
41,3342,Russian Federation,-cr1mmy-,98.94%,"342,484","8,494","1,991","5,952","1,811"
42,3343,Indonesia,Somay 287,99.16%,"94,231","8,494",221,"1,172","1,551"
43,3344,Russian Federation,ElectabuzzZ,98.62%,"49,973","8,493",20,393,224
44,3345,United States,deathstream,96.22%,"52,550","8,493",45,248,500
45,3346,Brazil,Schach,97.84%,"102,584","8,492",47,"1,343","1,724"
46,3347,United States,rylee12890,97.54%,"76,788","8,492",26,578,989
47,3348,Russian Federation,KotopoN,97.66%,"64,085","8,491",22,343,565
48,3349,France,Etsukazu,97.98%,"68,352","8,491",31,890,810
49,3350,United States,ImAhox,95.91%,"34,294","8,490",10,248,446
0,3351,United Kingdom,Chemistry,96.53%,"83,969","8,489",51,545,"1,242"
1,3352,Poland,HD Gamer,97.66%,"45,868","8,489",85,915,874
2,3353,Argentina,Keenzo,97.16%,"66,566","8,489",32,699,806
3,3354,Chile,Azubux1,98.05%,"155,828","8,488",163,"1,220","2,037"
4,3355,Spain,yotampoco,98.82%,"38,196","8,488",37,456,614
5,3356,China,z980838928,99.02%,"57,569","8,487",138,"1,922",510
6,3357,France,Swann,98.82%,"60,321","8,486",31,787,"1,335"
7,3358,Canada,[Mad],96.94%,"77,013","8,486",32,710,"2,076"
8,3359,Malaysia,Addam,98.53%,"30,837","8,485",64,687,"1,056"
9,3360,Hong Kong,WhatTheDuck,99.50%,"92,080","8,484",66,695,764
10,3361,Argentina,R1cho,94.44%,"56,826","8,484",10,188,359
11,3362,Brazil,-ALoNe,98.31%,"91,815","8,484",96,770,"1,595"
12,3363,Russian Federation,mic_ne,98.60%,"92,848","8,484",475,"3,154",668
13,3364,Brazil,Igor Cabra,98.51%,"67,986","8,484",13,96,232
14,3365,United States,Nikulae,99.06%,"85,869","8,483",276,"1,493","1,982"
15,3366,South Korea,Luisand,97.73%,"126,019","8,483",22,"1,179","2,133"
16,3367,Russian Federation,Colored,98.78%,"144,328","8,483",240,"3,460",775
17,3368,United States,Glock,97.20%,"97,415","8,483",17,498,"1,057"
18,3369,Japan,Prograf,98.44%,"59,511","8,483",117,"1,259",808
19,3370,Japan,getpower3,99.36%,"96,502","8,482",270,"2,498","2,214"
20,3371,United States,Ragnawrawk,98.69%,"58,490","8,481",107,"1,008",832
21,3372,Spain,My Angel Mortal,96.47%,"99,847","8,481",96,856,455
22,3373,South Korea,NaNya_,94.74%,"30,183","8,480",24,426,373
23,3374,United States,Liontree997,96.67%,"40,818","8,480",136,840,"1,455"
24,3375,Japan,ClystaL-,98.41%,"128,093","8,480",11,572,921
25,3376,South Korea,ChaCha Baji,98.10%,"18,341","8,479",2,210,459
26,3377,United States,Gun,98.28%,"58,462","8,479",91,527,"1,204"
27,3378,Indonesia,FishStar,97.55%,"66,048","8,479",139,"1,348","1,420"
28,3379,United States,Wixonater,98.85%,"60,754","8,478",11,338,542
29,3380,China,BAKA_bread,99.03%,"75,075","8,478",41,"1,871",183
30,3381,Poland,gnahus,97.51%,"30,014","8,477",140,725,446
31,3382,Hong Kong,MBeforever,98.62%,"68,856","8,477",150,"1,300",838
32,3383,Brazil,EuzinNaVida,93.87%,"53,064","8,476",10,335,340
33,3384,Hong Kong,Flybug123,96.60%,"71,311","8,476",23,751,642
34,3385,France,Battquif,98.82%,"74,957","8,475",162,"2,055",341
35,3386,China,Start,98.17%,"51,598","8,475",14,"1,122","1,251"
36,3387,South Korea,WhiteLily,98.40%,"67,831","8,474",67,"1,071",812
37,3388,Brazil,Cang Yue,97.88%,"72,284","8,474",55,823,"1,010"
38,3389,Russian Federation,Izzie,98.71%,"100,398","8,473",158,"1,299",846
39,3390,United States,RedCool34,96.55%,"33,479","8,473",36,437,908
40,3391,South Korea,Yuraeha,98.36%,"72,831","8,471",54,579,415
41,3392,Russian Federation,Alkees,98.60%,"77,449","8,471",108,949,622
42,3393,Chile,Laskher1,98.72%,"88,632","8,471",90,"1,354","1,713"
43,3394,United States,twofor199,98.54%,"72,294","8,470",29,661,"1,150"
44,3395,United States,Aver,99.28%,"128,799","8,470",87,580,"1,271"
45,3396,Poland,Veron,98.04%,"61,074","8,469",52,345,357
46,3397,Germany,Sakurasou,99.15%,"33,511","8,469",35,314,380
47,3398,Germany,nagato555,98.99%,"50,620","8,469",75,863,695
48,3399,Turkey,kurisutina69,96.97%,"58,325","8,469",4,162,341
49,3400,Thailand,Hasuki,99.11%,"88,693","8,469",64,"1,660",595
0,3401,United Kingdom,shoe lace,98.63%,"149,797","8,468",206,"1,146","1,555"
1,3402,Spain,GokuLook,98.15%,"160,396","8,467",491,"2,122","1,543"
2,3403,China,Bellicose,97.74%,"79,699","8,465",225,"4,193",931
3,3404,Indonesia,Fryl,97.88%,"28,178","8,465",12,309,449
4,3405,United States,WhatSkill,98.24%,"83,860","8,465",55,864,725
5,3406,Germany,Smiiles,98.38%,"60,253","8,464",47,405,806
6,3407,Canada,Literally_me,98.67%,"89,187","8,464",421,986,"1,450"
7,3408,United States,Sunikiri,98.16%,"51,306","8,464",51,783,"2,199"
8,3409,Poland,Weryy,96.53%,"60,254","8,463",22,428,774
9,3410,United States,_Buddy,97.73%,"57,954","8,463",31,633,886
10,3411,Chile,Adventure Guy,97.32%,"38,566","8,462",24,578,622
11,3412,South Korea,[ Yozzied ],98.64%,"84,984","8,461",177,"2,651",865
12,3413,China,-lovely ala-,98.15%,"56,126","8,461",17,840,"1,908"
13,3414,Russian Federation,i love tsundere,96.95%,"100,030","8,461",50,581,"1,131"
14,3415,United States,Derposoft,97.93%,"47,613","8,460",48,"1,066","1,039"
15,3416,Japan,-peachtea-,97.48%,"74,533","8,460",67,961,507
16,3417,Canada,Whalelord69,98.79%,"28,211","8,460",85,998,"1,249"
17,3418,Serbia,ragnarok1706,96.69%,"48,776","8,460",53,492,947
18,3419,Chile,Hallsu,99.10%,"137,196","8,459",259,"1,500",146
19,3420,Bulgaria,_Verified,97.33%,"51,550","8,459",5,471,565
20,3421,Kazakhstan,ace1ng,94.67%,"68,160","8,457",16,224,391
21,3422,United States,Emerald Ages,96.74%,"47,804","8,457",0,448,558
22,3423,Chile,-Chiru-,98.24%,"75,975","8,456",50,750,767
23,3424,France,AiPixX,97.31%,"82,177","8,456",23,555,"1,148"
24,3425,Germany,[ Niku ],99.56%,"93,727","8,456",129,"1,535","1,765"
25,3426,China,dahkjdas,97.99%,"93,008","8,455",42,"1,581","1,173"
26,3427,Poland,Saper,97.55%,"115,715","8,455",16,428,488
27,3428,Ireland,Swishi,99.41%,"168,527","8,455",228,"1,997","1,717"
28,3429,Russian Federation,yuika,97.78%,"16,123","8,454",0,110,229
29,3430,Germany,Headdesking1,99.00%,"59,187","8,454",67,"1,349",908
30,3431,Japan,Wnksby,99.01%,"110,818","8,454",43,740,"1,120"
31,3432,United Kingdom,Loaf,98.83%,"42,277","8,454",52,746,"1,552"
32,3433,Philippines,dr jazza,91.80%,"111,524","8,454",26,385,422
33,3434,China,Nicoreall,93.33%,"48,586","8,454",7,239,447
34,3435,Russian Federation,SatoReika,98.19%,"86,672","8,453",52,877,"1,179"
35,3436,Germany,- Neo,97.26%,"83,559","8,453",30,860,"1,040"
36,3437,United States,i shot my son,98.59%,"80,128","8,451",56,836,"1,032"
37,3438,New Zealand,brownsugar9897,99.27%,"75,577","8,450",33,796,950
38,3439,United Kingdom,Proteus,98.85%,"77,891","8,450",102,599,562
39,3440,Japan,hvick810,99.35%,"196,585","8,449",268,"2,361","1,864"
40,3441,Russian Federation,Abisumori,98.88%,"65,438","8,449",30,680,"1,037"
41,3442,Cambodia,HengChiBiRi,98.23%,"89,145","8,449",124,"1,516",888
42,3443,Australia,Tonka Truck,98.67%,"89,966","8,449",145,"1,290","1,646"
43,3444,Canada,Feiri,98.97%,"53,106","8,449",34,726,"1,741"
44,3445,Brazil,hanari,98.59%,"90,441","8,448",201,"2,019","1,539"
45,3446,South Korea,White - Bear,98.50%,"57,861","8,448",129,392,287
46,3447,Ukraine,-LeV4ik,98.56%,"42,592","8,448",46,643,"1,042"
47,3448,Russian Federation,SlimcY,99.36%,"70,963","8,446",92,509,331
48,3449,United States,a humble duck,98.45%,"73,737","8,446",38,528,"1,010"
49,3450,Poland,RobieWAptece,97.18%,"82,613","8,446",78,979,"1,087"
0,3451,Netherlands,Emperium,99.02%,"191,594","8,443",123,"1,091","1,995"
1,3452,Russian Federation,NelicMies322,98.47%,"42,091","8,443",4,257,585
2,3453,Chile,Banette,97.34%,"28,880","8,442",24,307,542
3,3454,Poland,Raien,98.90%,"65,249","8,442",33,669,"1,120"
4,3455,Indonesia,MineFrostID,96.59%,"71,850","8,442",60,"1,282","1,758"
5,3456,United Kingdom,Miuyarai,97.23%,"23,240","8,442",26,456,"1,278"
6,3457,Sweden,AntoN,98.93%,"116,078","8,441",206,"1,876","2,995"
7,3458,Chile,- Bastian -,99.00%,"48,392","8,441",11,646,"1,448"
8,3459,United States,Gbomb2215,98.59%,"38,281","8,440",60,680,"1,659"
9,3460,Chile,Tatan,96.87%,"88,223","8,440",19,271,703
10,3461,Italy,leoanto,98.15%,"69,243","8,439",45,437,891
11,3462,France,Totoo,96.30%,"92,256","8,439",232,736,931
12,3463,United States,myth,96.14%,"83,525","8,439",167,551,844
13,3464,Germany,Lucker96,99.13%,"73,943","8,439",163,"1,489","1,850"
14,3465,South Korea,Angel Ria,98.15%,"73,866","8,439",42,762,936
15,3466,Uruguay,Alfalik,99.23%,"117,540","8,439",216,838,"1,253"
16,3467,France,Lyneyra,96.83%,"123,158","8,437",197,"2,768","1,642"
17,3468,Russian Federation,Ontoryran,98.71%,"43,606","8,437",77,"1,119","1,426"
18,3469,United States,[KOR] Sora,97.71%,"40,552","8,436",22,691,953
19,3470,United States,4mpy,99.48%,"125,248","8,436",173,"1,058",885
20,3471,South Korea,Minos with qsc,98.81%,"101,145","8,436",65,"1,387","1,820"
21,3472,South Korea,Poto,98.91%,"87,988","8,435",93,"1,129","1,008"
22,3473,Malaysia,zhev,98.13%,"74,647","8,435",120,"1,101","1,950"
23,3474,Poland,N I G A V,97.73%,"57,480","8,434",42,863,"1,277"
24,3475,Germany,Flosake,99.01%,"64,368","8,434",130,"1,772",861
25,3476,Brazil,Arestark,98.44%,"68,046","8,434",19,391,562
26,3477,Russian Federation,DestroyerBean,95.47%,"83,186","8,434",89,792,675
27,3478,United States,reeder,99.46%,"85,839","8,434",49,846,"1,563"
28,3479,United States,Aoiyuuki-,99.41%,"27,040","8,434",840,"1,936",79
29,3480,United States,conradmittn,96.33%,"92,587","8,433",26,"1,103","1,954"
30,3481,Russian Federation,jonstrok,98.14%,"8,792","8,433",18,164,207
31,3482,United States,xdOwOxd,95.80%,"54,320","8,432",27,181,734
32,3483,Italy,_Mattia_,99.16%,"71,513","8,432",453,"2,710","2,199"
33,3484,Argentina,nicogame14,98.95%,"57,329","8,432",72,"1,302",966
34,3485,Madagascar,[- Yami -],97.26%,"70,625","8,432",62,445,590
35,3486,Russian Federation,Yuiop,98.15%,"93,405","8,431",60,591,758
36,3487,Germany,cocainezi,98.56%,"43,941","8,431",16,276,580
37,3488,Russian Federation,_Jking,97.19%,"109,941","8,431",33,499,417
38,3489,United States,GodHacc,98.38%,"114,170","8,431",64,819,"1,339"
39,3490,Finland,iska,98.29%,"118,264","8,430",114,845,956
40,3491,United States,xd Muslim,96.23%,"30,938","8,430",36,332,278
41,3492,Brazil,Ashtar,99.13%,"71,144","8,429",108,"1,840",279
42,3493,Germany,gova,99.14%,"48,565","8,429",10,227,587
43,3494,China,AyatsujiTsukasa,97.30%,"34,424","8,429",13,463,"1,005"
44,3495,Brazil,Sosty,97.54%,"62,451","8,428",77,605,"1,525"
45,3496,United States,Explosion007,97.54%,"91,988","8,428",30,462,776
46,3497,Italy,_Zekken,93.69%,"47,968","8,427",7,233,307
47,3498,Finland,kumig,99.16%,"85,297","8,426",92,"1,238","1,559"
48,3499,Canada,Jarvis,99.01%,"95,194","8,425",125,"1,151","1,169"
49,3500,Peru,Mordo,98.30%,"117,971","8,424",73,"1,310",893
0,3501,Poland,OperatorTostera,99.06%,"60,056","8,424",87,893,388
1,3502,Denmark,Tmunken,98.16%,"43,189","8,424",26,790,"1,066"
2,3503,Lithuania,Zinkon,98.85%,"65,312","8,423",716,"4,230","2,734"
3,3504,France,Fairy Peak,98.75%,"95,306","8,423",13,578,"1,118"
4,3505,Israel,Tamsweat,98.67%,"64,821","8,423",17,392,536
5,3506,Indonesia,My Girl Ruri 96,99.48%,"121,143","8,423",163,"1,805",936
6,3507,United States,L1NKED,98.88%,"117,512","8,423",313,"2,195","1,653"
7,3508,Russian Federation,SosikuKawaiiHog,97.63%,"72,709","8,422",70,725,534
8,3509,United States,Emnesty,98.38%,"85,399","8,421",6,580,746
9,3510,Australia,Poddop,97.16%,"61,021","8,421",3,188,419
10,3511,Portugal,PedroLipton,98.66%,"74,818","8,420",241,"2,319","1,857"
11,3512,Russian Federation,Pezudos,98.68%,"73,828","8,420",218,"1,564","1,757"
12,3513,Russian Federation,NekoMaid,97.10%,"137,814","8,420",149,878,"1,921"
13,3514,Ukraine,Kurona,98.99%,"70,208","8,419",27,558,974
14,3515,Mexico,Gris,98.71%,"162,912","8,419","1,350","1,850","1,571"
15,3516,Canada,Aidan,97.36%,"100,751","8,418",40,551,971
16,3517,Israel,Okino may,98.29%,"129,300","8,418",127,"1,502","1,511"
17,3518,United States,Celsea,99.33%,"166,235","8,417",168,"1,124","1,271"
18,3519,Russian Federation,MolekulaPwnZ,95.93%,"77,265","8,416",15,380,"1,268"
19,3520,Argentina,Elferj,98.62%,"122,652","8,415",18,598,998
20,3521,France,Kebab De Poche,98.55%,"64,421","8,414",59,"1,049","1,304"
21,3522,Italy,Andythebest,98.23%,"62,292","8,413",66,"1,634","1,387"
22,3523,United States,Krookii,98.06%,"104,644","8,413",10,124,356
23,3524,South Korea,ToLove,98.98%,"55,442","8,413",122,790,463
24,3525,Canada,EddyThePoo,96.84%,"37,036","8,412",11,355,349
25,3526,Czech Republic,[ DejviGames],97.56%,"69,650","8,412",31,493,565
26,3527,Hong Kong,KeepItSpongy,93.28%,"38,074","8,412",5,190,390
27,3528,Finland,Ale,98.56%,"108,474","8,412",49,871,"1,860"
28,3529,France,Ereshinel,97.46%,"61,177","8,411",17,656,"2,710"
29,3530,Poland,Unlucky Mylk,98.66%,"107,647","8,411",147,"1,187",640
30,3531,France,TacosCordoba,98.43%,"120,453","8,410",32,786,"1,566"
31,3532,Canada,Runaway,98.82%,"33,202","8,410",43,878,"1,112"
32,3533,Canada,Swiishy_,97.75%,"64,793","8,409",143,"1,041",963
33,3534,Japan,punikidesu-,98.94%,"117,235","8,409",621,"2,088",441
34,3535,United States,SpecialPotatoes,95.62%,"56,408","8,409",58,430,633
35,3536,New Zealand,TCN,99.45%,"151,112","8,409","1,744","1,325","2,194"
36,3537,Japan,eNqE,98.68%,"90,891","8,409",39,822,"1,657"
37,3538,Canada,Swiftah,97.69%,"119,697","8,407",53,589,687
38,3539,Japan,Ryuvv,99.12%,"15,976","8,405",30,662,"1,431"
39,3540,Spain,aitoramu horny,99.15%,"59,915","8,404",24,469,"1,027"
40,3541,Australia,Luke Ryan,95.82%,"132,821","8,403",19,617,"1,004"
41,3542,Australia,PieFlavours,98.50%,"93,410","8,403",143,970,"1,356"
42,3543,China,Prophet,97.93%,"250,451","8,403",79,"4,661","1,731"
43,3544,Germany,Milkabob,98.71%,"69,054","8,403",76,578,"1,418"
44,3545,Hong Kong,_Kana,93.96%,"52,432","8,402",64,496,323
45,3546,United States,Juhmall,99.23%,"82,969","8,402",59,394,"1,034"
46,3547,Austria,xImCentrex,98.61%,"70,687","8,402",13,250,423
